sentence1	sentence2	label
As you may have guessed, the word is French.	Kamar yadda kake gani, Faransanci gaskiya ne.	0
IGIHE: As a young person, what do you think about your country?	- Lexiegh, me kuke tunani game da ƙasarku?	0
In the process, a new organization branched off from the military - namely, the Islamic Revolution's Guards Corps. If the Islamic Revolution's Guards Corps had not branched off from the military, it would have been impossible to transform the military.	A gefen su kuma aka samar da wasu sabbin cibiyoyin da suka samo asali daga juyi, wadanda suka hada da dakarun kare juyin juya halin Musulunci, ta yadda idan har da ba a samar da na biyun ba, to kuwa da na farko ma bai tabbata ba.	1
Will it be a mash-up of Cuban and Italian?	ne rekose kako ce magarci da prodju...??	0
The path of perfection is an endless path. The more you move ahead, the more you will experience the pleasure of perfection.	Hanyar isa ga kamala, wata hanya ce maras karshe; gwargwadon yadda kuka ci gaba da tafiya, to kuwa za ku ci gaba da samun dadi na kamala.	1
Today, there are millions and, in certain cases, billions of spectators and they will be aware of this fact. Such a fact cannot be reflected in a different way. An athlete promotes the values of a nation with good sportsmanship and piety.	Ku din nan da kuke shigowa fagen gasar wasanni tare da kyawawan halaye da nuna tausayawa, ko shakka babu akwai wani sako cikin hakan ga duniya da a yau masu kallon wasan sun kai miliyoyi.	1
Second is vigilance with regard to the plots and tricks of the arrogant international powers who have suffered a setback from these uprisings and revolutions.	Na biyu: Yin taka tsantsan a gaban yaudara da makircin ma'abota girman kai na duniya da kuma manyan kasashen da suka cutu daga wadannan yunkuri da juyi.	1
(Minnesota United FC) and Uganda's	[Fu/Is/Mo] Kimi no kawari wa iyashinai	0
Returns only 14 Days after purchase.	Tuna da ciki ne kawai kwanaki 14 bayan hanya.	0
Of course, today the situation is a lot better than the past, but we still need to improve this. You can play a role in this regard.	Matukar dai wasanni suka sami gindin zama a kasar nan - ko da ya ke tabbas a yanzu ya fi na shekarun baya, to amma har ya zuwa yanzu muna bukatar hakan - to lalle za a magance da dama daga cikin matsaloli.	1
Whether in women or in men, the bad health effects are the same.	Ga mazan maza ko mawuyacin hali, kawai ein daidai ne.	0
With a canopy and everything...	da cantik da duk...	0
Feedback on The Triangle Shirtwaist Factory Fire	Abin da ya faru daga Farawa don Gamawa a Triangle Shirtwaist Factory	0
Chelsea's title hopes to a hit against Man City	Kya susan ke rajya mai gareeb ka result nahi hoga	0
Its natural sources of wealth will benefit foreigners more than itself.	Za ta amfani wasu ne sama da su kansu masu ita din.	1
See also: bmw m3 cs	DUBA WANNAN: Ma'aikacin banki ya saci N3m	0
Shortly before the triumph of the Islamic Revolution (February 11, 1979) and before Imam Khomeini's victorious return to Iran from Paris, an Islamic Revolutionary Council was formed at the behest of the Imam.	Bayan gwagwarmaya da hakurin azabtarwa na sama da shekaru goma sha biyar daga karshe dai wannan gwagwarmaya ta yi nasara da nasarar juyin juya halin Musulunci ya yi nasara, aka kawar da mulkin kama-karya ta ‘ya’yan gidan Pahlawi da kafa gwamnatin Musulunci a duk fadin kasar Iran.	1
Length Between Perpendiculars----The length	போஜ்பூரி - yanda dom dogon	0
It is necessary to be extremely cautious in such a world.	Wajibi ne a yi taka tsantsan cikin wannan duniyar.	1
One example is the great scientific advances that we made in the year 1391.	Mun sami gagarumin ci gaba a fagen ilimi a shekara ta 1391.	1
Dominic used to spend most of the night in prayer.	Kamar yadda a kan sauran lokatai, Annabi (salla Allahu alihi wa sallam) ya ciyar a mafi yawan dare a cikin addu'a.	0
Q: Is this suitable for oily skin.	Q: shi ne wannan mai kyau size for guda tumatir shuka?	0
The demand to have insight is just limited to this level of reflection. It just requires a look, nothing more.	Bukatar da ake da ita ta basira ita ce dai wannan tunanin; ita ce dai wannan sanya ido, babu wani abin da ya wuce hakan.	1
El-Rufai said he is frustrated over the killings in his state, adding that the situation at hand has overwhelmed the police.	El-Rufai ya ce ya harzuka a kan kashe-kashen da ake yi a jiharsa, ya kuma bayyana bukatar 'yan sanda su shiga lamarin.	0
listened to the Voice of America	Ga firar da Muryar Amurka tayi	0
He promised to make her life a living hell	Yana zuwa ya tarda Rayuwar shi na bacci hankali kwance	0
GOD takes care of me!!!!	Allah askina ne affiymis ki bu!!!	0
The advances made by humanity, the scientific advances, the different areas of knowledge and the great discoveries that have been made in the world are all because of the emergence of the light of Islam in that amazing historical era.	Dukkanin irin ci gaban da dan'adam ya samu, irin su ci gaba na ilimi, masaniya daban-daban da manyan abubuwan da ya gano a wannan duniyar, to kuwa hakan yana da alaka da bayyanar hasken Musulunci a wancan zamani na tarihi mai ban mamaki.	1
I pray to Allah the Exalted to increase the power, dignity and progress of the Iranian nation on a daily basis.	Muna rokon Allah Madaukakin Sarki Ya kara irin daukaka da karfi da kuma ci gaban da al'ummar Iran take samu insha Allah.	1
Skin grafting procedures have been used in some	An yi amfani da tsari mai banƙyama a cikin wasu saitunan kwakwalwa.	0
Gala concert of the collectives of creation children, dedicated to the International Children's Day.	Prev Barewa Bata Gudu Danta Yayi Rarrafe, Kuji Kalaman Dan Isa Aliyu Fantami A ranar Bikin Yara ta Duniya	0
Always consider, Now that it's perfect, how can I make it better?	Ya riga ya zama cikakke, ina gaya muku-me yasa kuke sa shi ya fi rikitarwa?	0
A team that gets excited at the idea of new prospects, even if they seem bleak at best.	Akwai ra'ayi wanda ya yalwata alkama yana inganta ko da sabuntawar hangen nesa.	0
Mississippi, they quickly ran afoul of the	Salem da sauri suka d'auko takalminsu suka bishi da gudu suna	0
"The Holy Quran teaches us, ""And do not quarrel for then you will be weak in hearts and your power will depart."" [The Holy Quran, 8: 46] If we quarrel about different issues - political issues, economic issues, personal issues - if we fight with each other, our enemy will be encouraged."	"Alkur'ani mai girma ya karantar da mu cewa: ""kuma kada ku yi jayayya har ku raunana kuma iskarku ta tafi"" (Suratul Anfal 8:46), idan har muka yi jayayya cikin lamurra daban-daban - batutuwa na siyasa, na tattalin arziki da batutuwa na kashin kai - muka kama kwalar rigunan junanmu, to kuwa makiyanmu za su sami karfin gwuiwa."	1
Raffaello Sanzio: God Speaks to Moses from the Burning Bush	Dr Shafie Abu Bakar: Munajat Nabi Allah Musa Di Bukit Tursina	0
First of all, it is necessary to remember what one has memorized.	Da farko dai wajibi ne a kiyaye haddar Alkur'anin.	1
He wrote them all down right after the game before meeting with the media and wasn't sure he remembered them all.	- Sun lakada masa duka bayan ya yi musu magana a kan tukin ganganci da suke yi amma sai suka kama shi da duka	0
Pakistan's Supreme Court has re-imposed a ban on all Indian TV channels, overturning an earlier order from a lower court, BBC News reported.	Kotun kolin Pakistan ta sake haramta kallon dukkan tasoshin talbijin din India a kasar, inda ta yi fatali da hukuncin da wata karamar kotu ta yanke tun da fari.	0
Last week at the end of the year 1390, I visited the Research Institute of Petroleum Industry.	A karshen wannan shekara ta 1390 - wato a wannan makon da ya wuce - na kai rangadi cibiyar bincike na masana'antar mai.	1
I really do not know of another example.	Lalle mu dai ba mu ga wasu tamkar hakan ba.	1
At the end of this spiritual ceremony, evening prayers were led by Ayatollah Khamenei.	A karshen wannan taro dai da ya dauki sa'oi hudu ana gudanar da shi, Jagoran juyin juya halin Musulunci ya jagoranci mahalarta taron sallar magariba da lisha sannan kuma suka sha ruwa tare.	1
Of course, it is necessary for the people to have a jihad-like presence both in the economic arena and in the political arena.	Tabbas wajibi ne mutane su ba da himma da kuma aiki tukuru ba kama hannun yaro a fagen tattalin arziki, haka nan a fagen siyasa.	1
I would like to welcome the dear brothers and sisters - the hardworking and compassionate officials of the country. I hope Allah the Exalted will make this holy month auspicious for you and the Iranian nation.	Ina wa ‘yan'uwa maza da mata masu girma, jami'an gwamnati masu kokari da kuma kishi na kasar nan barka da zuwa; ina rokon Allah Madaukakin Sarki da Ya sanya wannan wata mai alfarma ya zamanto mai albarka a gare ku gaba daya.	1
Limoncello is one of the most popular drinks among Italians.	Limoncello yana daya daga cikin shahararrun masu shan barasa a Italiya.	0
Patience means being steadfast.	Hakuri na nufin tsayin daka, yana nufin rashin gajiya, yana nufin rashin mika wuya ga wahalhalu.	1
"The other cats began to respect ""his"" territory, which turned out to be co-located with my doorstep!"	Tafiyan maza ta fara Su halsey suka biyota sunajin dadi cikin ƙaguwa sukace zayya!	0
love is not all you need quotes	ba dole ba su haifa dukan waɗanda maganganun nan da muke so	0
1. building 2.	su construccin 2	0
However, in this article we are not going to discuss the citizens of Bahamas, but about the diet plan called the Bahamian diet.	Amma a cikin wannan labarin, zamu magana ba game da kayan abinci mai gina jiki na wannan hatsi ba, amma game da sashin da aka saba da shi - game da ganyen masara.	0
I have repeatedly said that we do not at all feel ashamed of learning.	A lokuta da dama na sha fadin cewa mu dai ba ma jin kunya ko kaskanci dangane na koyon wani ilimi.	1
The Islamic Revolution's Guards Corps should be considered a branch of the Revolution and the Islamic Republic. And Basij should be considered a unique event among the events of the Revolution.	Bahasin wannan taro shi ne batun dakarun kare juyi da kuma dakarun Basiji. Wajibi ne a kalli dakarun kare juyi a matsayin wata cibiya kana kuma wani reshe da ya samo asali daga tushen wannan juyin da wannan tsarin, sannan su kuma Basij a matsayin wani lamari maras tamka daga cikin abubuwan da suka faru a wannan juyin.	1
Dare to live the Life	Wu yi zhu hai yin zhai cun	0
Leader’s Speech to Army Cadets - Khamenei.ir The following is the full text of the speech delivered by Ayatollah Khamenei on November 10, 2010 at the graduation ceremony held at Shahid Sattari University.	Shimfida: A ranar laraba (10-11-2010) ce Jagoran juyin juya halin Musulunci Ayatullah Sayyid Ali Khamenei ya halarci bikin yaye daliban jami'oin soji na Jamhuriyar Musulunci ta Iran da aka gudanar da shi a jami'ar sojin sama ta Shahid Sattari.	1
The strengths that the incumbent government and President enjoy should exist in the next president as well.	Wajibi ne shugaba mai zuwa ya zamanto yana da abubuwan da ake kirga su a yau a matsayin bangaren karfi na gwamnati da kuma shugaban kasa na yanzu.	1
He showed them that their	o Bay Dar Lan Kabyar Su	0
We never wavered in identifying our goals and determining the path to reach them. We never wavered in our faith in the path we had chosen and we are thankful to Allah the Exalted for this.	Babu wani lokacin da muka fuskanci matsalar shakku cikin ayyana manufofinmu da kuma hanyar isa gare su; ba mu yi shakkun hanyar da muke bi ba; lalle muna gode wa Allah.	1
• Context: Government of Telangana has launched for the first time Disaster Response Force (DRF) vehicles in	1 - Da walakin a karon farko a jihar Kaduna za a wancakalar da gwamnati mai mulki.	0
When you are in a position of power and can do something the way a person wants, that person may naturally come and kiss your hand or offer you money.	A wani lokaci ka kan sami kanka a wani waje da za ka iya aikata wani abin da ya yi daidai da abin da wani mutum yake so, to ya kan zo ya rungume ka da kuma ba ka kudi.	1
The biggest danger posed by the camp of kufr and the arrogant powers lies in its intervention and influence over the structures of the new political orders in these countries.	Babban hatsarin (da ke fuskantar wadannan yunkuri) shi ne tsoma baki da kuma yin tasirin sansanin kafirci da girman kan duniya cikin yanayin sabon tsarin siyasa a wadannan kasashen.	1
Spain joined in 1986.	Spain ta shiga cikin 1967.	0
I have been stressing the issue of economic corruption for several years.	Shekara da shekaru kenan na ke ta magana kan batun fada da masu ta'annuti ga tattalin arziki.	1
It is best to leave these vegetables off the menu, or in very limited quantities.	Yana da mafi dacewa don dafa jam daga apples, a yanka a kananan ƙananan ko yanka.	0
It highlights the importance of unity.	A aikace ku nuna alamu na hadin kai.	1
Most people, when they have decided upon a course of action, look for confirmation of their hypothesis from other people.	Yawancin mutane, kafin samun kare, zo da suna a gaba, gwada hangen nesa.	0
I have a few duas in mind which I will discuss for a few minutes so that they are repeated for those who have already read them and serve as reminders for those who have not.	Na'am maimaici ne ga mutanen da suka ji, sannan kuma tunatarwa ga wadanda ba su ji ba: ita ce addu'a ta ashirin ta cikin littafin Sahifat al-Sajjadiya, wato addu'ar da aka fi saninta da Makarim al-Akhlak.	1
All of the moons of the solar system are named	Dukkanin shafukan da aka yi amfani da hasken rana sunyi amfani da su.	0
The global community is not at all determined to oppose Iran, Iranians and Islamic Iran. Now that we are supposed to have an evaluation of the year 1391, I should mention that the Americans started their new plans from the beginning of the year 1391.	Kasashen duniya dai ba sa kiyayya da Iran da al'ummar kasar Musulunci ta Iran. A halin yanzu da mu ke son yin dubi cikin shekarar 1391 da ta gabata, ya kamata a san cewa tun a farkon shekarar 1391 Amurkawa suka fara gudanar da sabon makircinsu; duk kuwa da cewa a zahiri suna nuna abokanta da shimfidar fuska.	1
Nonetheless, he mentioned a number of mistakes.	To amma dai ya fadi wasu kura-kuran.	1
As CL pointed out, the current structure of the Bitcoin market is different from the previous cycle.	Ya nuna cewa yanayin farashin Bitcoin ya bambanta da na Fabrairu Misali a cikin tsarin yanzu.	0
Ayatollah Khamenei the Leader of the Islamic Revolution appointed Dr. Ahmadinejad as member of the Expediency Council.	Jagoran juyin juya halin Musulunci Ayatullah Sayyid Ali Khamenei, cikin wani umurni da ya bayar, ya nada tsohon shugaban kasar Iran Dakta Mahmud Ahmadinejad a matsayin memba a majalisar fayyace maslahar tsarin Musulunci ta Iran.	1
It is necessary to identify enemy attacks from a distance.	Wajibi ne a hango makiya tun daga nesa, wajibi ne a fahimce su tun daga nesa.	1
This reveals repeated failure of the Government to take effective steps against the depletion of resources.	Wannan ya sa wasu suka fara nuna yatsa ga gwamnatin jihar kan kasa daukar matakn da suka dace na kawo karshen rikicin.	0
(Would you like to dance?).	(do ya wanna dance ?)	0
Emma, my mother.	Ama Amma Ema Emma Mame	0
"""Doesn't it hurt the pigeon to cut its wing?"""	"Hafiza anya aikin nan bai tab'a miki kwakwalwa ba?."""	0
Take $30 off your order of $300 with code.	Nemi rangwamen € 30 kyauta ta amfani da lambar HOLA30.	0
1616 painting by Nicolas Poussin.	1666 don Nicola Labarile.	0
You should not think that I am opposed to hiring a good and competent foreign coach.	Kada wani ya yi zaton cewa ni ina adawa da a dauko masu horarwa ‘yan kasashen waje wadanda za su iya amfanarwa ba ne.	1
Therefore, the activities of Basij and the basiji spirit are not limited to a particular area such as military areas. All sectors of the country can have a basiji spirit.	A saboda haka fagen Basij da kuma ruhin basij ba wani fage ne iyakantacce ba, ba kuma fage ne kawai na soji ba, dukkanin bangarori na kasar nan ana iya samun ruhi na Basij.	1
"Ayatollah Khamenei touched on the reasons behind the propaganda broadcast against Shia Muslims and said: ""The arrogant powers of the world are well aware that the Iranian nation has helped all sympathetic Muslims and intellectuals of the world fulfill their wishes by relying on the spirit of Wilayat and establishment of an Islamic system."	A ci gaba da bayanin dalilin da ya sanya ake irin wannan bakar farfaganda a kan Shi'anci kuwa Jagoran juyin juya halin Musulunci cewa ya yi: Ma'abota girman kan duniya a fili sun san cewa al'ummar Iran sakamakon riko da ruhin wilaya da kuma samar da tsarin Musulunci ta tabbatar da fatan da dukkanin musulmai masu kishi da kuma dukkanin masanan da suka damu da yanayin da duniyar musulmi take ciki.	1
Looking forward to the time!	Muna fatan sa'a da jin dadi!	0
I tried the version for windows.	Ta haka ne, Na dauki Windows version a matsayin Gwada.	0
It has been tested on the...	A gwada su a ...	0
Nearly an hour's worth of patience.	An umurci mai haƙuri da sa'a ɗaya.	0
So as far as we see, it's possible to use the DEMA in the same way as the SMA or EMA.	Dalili shi ne akwai yiwuwan cewa halartanmu zai kawo rikici kamar yadda ya faru da yan jihar Imo da Delta a jiya ko kuma fiye da haka.	0
The Independent Labour Party is founded in Britain	An kafa Ƙungiyar 'Yan Sanya Aiki a Birtaniya.	0
It is all light and emotion.	Gaskiya ne, dukkanin abu ne mai haske da damuwa.	0
Naturally others will not stand by and watch us achieve the first position. They are working hard.	Na'am sauran al'ummomi ma ba za su zauna su zuba mana ido mu zama na farko ba; su ma suna nan suna ci gaba da yunkurinsu, suna ta kokarinsu.	1
We questioned an employee and were told they couldn't find the car keys.	"""Mun kira jami'an tsaro, su ka fada ma na cewa, motocinsu ba su iya shiga wannan gari."	0
Only make promises that you will be able to fulfill.	Ku yi alkawurra ayyukan da za ku iya yi.	1
It is wrong to think that books will be sidelined after the emergence of new communication equipment.	Lalle kuskure ne wani ya yi tunanin cewa sakamakon irin ci gaban da aka samu a bangaren sadarwa, hakan zai sanya a yi watsi da littafi da mai she shi saniyar ware.	1
"Explaining the comprehensiveness of the meaning of Imamate, the Leader of the Islamic Revolution added: ""Even in the most secular governments of the world, in spite of all the claims that political centers are separate from religious and spiritual centers, the life of the people both in this world and in the hereafter is in the hands of the rulers, and the positions adopted by the rulers shape the life of the people of those societies in this world and in the hereafter."""	Jagoran juyin juya halin Musulunci ya ci gaba da cewa: Hatta a cikin mafi girman hukumar da babu ruwanta da addini, duk kuwa da ikirarin da suke yi dangane da raba addini da siyasa, to amma duniya da lahirar mutane suna hannun masu mulki ne sannan kuma su ne suke tsara wa rayuwar mutane irin yadda za ta kasance.	1
of beer a year - the equivalent of	Annunci - Cabin	0
Mere praise of that great personality is not the only thing that is expected of us today. We should learn his lessons.	Jinjinawa da bayanin rayuwar Ma'aiki, bai wadatar ba. Wajibi ne mu dau darasi daga rayuwarsa.	1
They were younger than Mom and Dad.	Ya dago suka gaisa dasu Abbah da Mamah.	0
And certainly generated a lot of controver...	Masu gwagwarmaya, ba shakka, suna ba da muhawara masu yawa ...	0
A child eating shouldn't make anyone feel uncomfortable and mothers shouldn't have to hide.	Yayin da yake ba da jariri ga jaririn, ba lallai ba ne a yi amfani da karfi, ƙungiyoyi ba zasu kawo jin dadi ba.	0
The importance of rapid prototyping as a design tool	Zabi QuickTime MOV a matsayin kayan sarrafawa format	0
Full covers can be made in the form of rabbits, cats, Fox cubs and a huge number of other options.	Cikakken cikakken bayani zai iya zama ta hanyar hares, cats, fox cubs da kuma yawancin sauran zažužžukan.	0
[15] He made news by wearing a White Knot to the Academy Awards ceremony to demonstrate solidarity with the marriage equality movement.	[45] Ta pino dandi Tuhanmu bo rasul tua bi kamanangan taaydon don mo alami kosukuran.	0
on her wedding day?	A kashe Turab ranar auransa?	0
The goals that had been specified in the Soviet Union were not fulfilled. The goals were ideological in nature.	A tarayyar Sobiyetin an tsara wasu manufofi da ake son cimmawa - wadanda manufofi ne da suke da alaka da akida - to amma ba a cimma su ba.	1
The same thing should be true about praying: we must believe that God is listening to us.	Mutum ya fahimci cewa lalle akwai wani wanda ya ke magana da shi sannan kuma shi din nan yana nan yana saurarensa sannan shi kuma yana ci gaba da magana. A yayin salla ma haka ya kamata lamarin ya kasance.	1
as the San Diego	Komin Danuta	0
China says trade delegation is preparing to go to the U.S. - Investment Watch	Amurka ta ce Iran ta shirya shiga tattaunawa - BBC Hausa	0
The hajj should be viewed as a blessing and a great divine opportunity.	Kallon da za a yi wa aikin hajji wajibi ne ya zamanto kallo ne ga wata ni'ima da kuma wata babbar dama ta Ubangiji.	1
He said that if a low-ranking American agent insulted and stomped on an Iranian marja taqlid in the country and committed whatever crime he wished, the Iranian legal system would remain totally neutral and nobody would have the right to stop him.	Abin da Imam ya ke fadi shi ne cewa idan wani karamin ma'aikacin Amurka ya ci mutumcin wani marja'i a kasar nan, ya kade shi da mota da kuma aikata kowane irin mummunan aiki, to kuwa dokokin Iran da jami'an tsaron kasar ba su da ikon yin wani abu; babu wani wanda ya ke da hakkin hukumta shi; su kansu Amurkawan ne za su hukumta shi.	1
The fact is that for many years, especially during the rule of the Islamic system, the honorable people of our country have used Norouz as an opportunity to engage in spirituality and to get closer to Allah the Exalted.	Hakikanin lamarin shi ne tsawon wadannan shekaru musamman a lokacin da aka kafa hukuma ta Musulunci (a kasar Iran) al'ummar kasar mu sun yi amfani da wannan idi na Norouz wajen neman kusaci da Ubangiji Madaukakin Sarki.	1
His Eminence said that finding an appropriate solution for the issue of Palestine will help solve many of the problems of the Islamic Ummah.	Jagoran juyin juya halin Musuluncin bayyana cewar idan har aka magance matsalar Palastinu da kyau, za a magance da dama daga cikin matsalolin da al'ummar musulmi suke fuskanta.	1
The long coast that belongs to the Iranian nation is being controlled by an independent government and a proud and vigilant nation - a nation that relies on Allah the Exalted, a nation that knows its power and is proud of it, a nation whose willpower overwhelms any domineering political and military power, a nation that forces back all those who want to impose their rule on nations.	Bakin ruwa mai tsawo wanda mallace ta kasar Iran, a yau ya zamanto a hannun ‘yantacciyar gwamnati da kuma al'umma madaukaka wadanda suka farka; al'ummar da ta dogara da Allah Madaukakin Sarki; wadanda suka fahimci irin karfin da suke da shi sannan kuma suka dogara da shi hakan kuma suke tabbatar da iradarsu a kan iradar duk wani karfi na siyasa da soji, sannan kuma suke tilasta wa dukkanin mutanen da suke son tabbatar da ikonsu a kan al'ummomi ja da baya.	1
In the Name of Allah, the Beneficent, the Merciful	Da Sunan Allah Mai Rahama Mai Jin Kai	1
Will be responsible for prov...	Wanda zai kasance tamkar zaben gwajin ...	0
It happened in front of everybody's eyes.	Lamari ne wanda ya faru a kan idanuwan mutane.	1
And this is a great blessing that every year on Norouz I find the opportunity to see the joys and beauties that are inherent to Norouz and at the same time evaluate current issues and conditions of the country among you people, take a look at our past and future and have brief evaluation of our large-scale national conditions. It is necessary for us to evaluate ourselves in the case of our personal matters.	Lalle wannan wata dacewa ce a gare na cewa a kowace shekara, a irin wannan rana ta idin Nourouz, cikin irin wannan farin ciki da annashuwa ta al'umma, in sami damar da kasantuwa a cikinku da kuma tattunawa kan batutuwan da suka shafi kasar nan, yanayin da ake ciki, sannan kuma mu yi dubi zuwa ga abubuwan da suka faru a baya da kuma wadanda za su faru nan gaba. A takaice dai mu yi dubi a yanayi na gaba daya cikin abubuwan da suka faru cikin shekara.	1
We will answer threats with threats.	Mu dai za mu mayar da martani ga barazana da barazana.	1
Politicians and Nappies need to be changed often and for the same reason.	Dole ne a canza sauyin siyasa da takardun sau da yawa, kuma saboda wannan dalili.	0
Sam was soon replaced by Mathew.	sauri suka takewa Boka Matawus baya,wannan shine	0
Today the wave of Islamic Awakening that you see in certain Islamic countries, such as Egypt and Tunisia, is a sign that humanity is frustrated.	Irin farkawa ta Musulunci da a yau kuke ganinta a fili a wasu kasashen musulmi irin su Masar da Tunusiya, wani misali da kuma alama ce ta irin tsayin dakan da bil'adam suka yi ne.	1
I remember in highschool...	"""Ina tunawa da makarantar sakandare sosai sosai ..."	0
"Referring to the disappointment of the infidels after Ghadir, he added: ""Introducing the issue of Wilayat and appointing the Commander of the Faithful (a.s.) as the successor of the Holy Prophet (s.w.a.) was in fact a decision made by Allah the Exalted."	Jagoran juyin juya halin Musuluncin ya bayyana lokacin samartakan Amirul Muminin (a.s) da ke cike da tsarki a matsayin cikakken abin koyi ga matasa, don haka ya kirayi dukkanin matasa da kuma sauran al'umma da su yi riko da rayuwar Amirul Muminin (a.s) a matsayin abin koyi cikin rayuwarsu.	1
I do not advise them to be extremely careful at the cost of causing injustice in certain cases.	Mu dai ba wai za mu ba su shawarar su zamanto masu lura sosai ba ne, duk kuwa da cewa a wasu lokuta a kan ga irin wannan rashin lura da kuma rashin adalcin.	1
Winter is apparently tough, but it is in fact a preface to the beginning of spring.	Shi kansa lokacin hunturu da sanyi mai tsanani wanda zahirinsa lokaci ne mai wahala, amma badininsa a hakikanin gaskiya yanayi ne mai samar da rayuwa.	1
must be given to reducing	Dole ne a yanke shi har ya zama raguwa.	0
mercury - in other words, how	Fasu - Hani	0
sharm el sheikh activities	Attività a Awaji-shima	0
Leader's Hajj Message - Khamenei.ir Ayatollah Khamenei, the Leader of the Islamic Revolution, delivered a message to this year's hajj pilgrims.	Shimfida: Kamar yadda aka saba a kowace shekara, Jagoran juyin juya halin Musulunci Ayatullah Sayyid Ali Khamenei ya kan aike da sako na musamman ga mahajjatan da suka fito daga kasashe daban-daban na duniya wanda ake karanta shi a ranar Arafa.	1
Amora is the Goddess of Love.	Hera shi ne alloli na aure da haifuwa.	0
The Americans are thousands of kilometers away from this region.	Amurkawa dai suna da tazara ta dubban kilomitoci daga wannan yankin.	1
She was infallible.	Ita Ma'asumiya ce.	1
a mirror image of the older and	Hoto shi a matsayin tsofaffi da babban ciki.	0
Dear guests and honorable audience, welcome.	Ya ku baki masu girma, da kuma mahalarta wannan taro masu girma!	1
We're going in secret	Za ku shiga cikin ɓoye.	0
The agreement on Thursday between the two parties was orchestrated by the federal government in Abuja.	Gwamnatin tarayya a ranar Alhamis ta shirya zaman sulhu tsakanin bangarorin biyu a Abuja.	0
What the responsibility of Muslims - whether Shia or Sunni Muslims - is, is that they should not help the enemy by provoking the feelings of one another.	Nauyin da ke wuyan musulmi - shin musulmi ‘yan Shi'ane, ko kuma musulmi ‘yan Sunna - shi ne su fahimci cewa sosa zukatan junansu wani lamari ne da zai taimaka wa makiya cimma burinsu.	1
stating that he did nol reach the right	Ni shi bu shi xiang wo ceng jing mang ran shi cuo	0
We operate a quality management system (QMS) to ensure that we deliver consistent high quality.	Har ila yau, mun bi sosai m PCB manufacturingworkflow don tabbatar da high quality bayarwa.	0
This year's Arbaeen of Karbala was an astonishing event.	Lalle taron Arba'in na bana wani lamari ne mai ban mamaki.	1
What is noteworthy is the economic movement of our government officials which was accompanied by the exemplary and praiseworthy cooperation of the people throughout the year 1390.	Lalle irin ayyukann da jami'an kasar nan suka gudanar a fagen tattalin arziki tare da kuma irin hadin kan da mutane suka ba su tsawon shekarar da ta gabatan wani lamari ne abin ambato da jinjinawa.	1
It was as if he had lost his senses and he was charging forward without feeling.	Kamar ba abunda ya same shi ya Tashi don ya manta damuwar sa ta jiya..	0
These are the things which have already taken place.	Wadannan lamurra ne da suka faru.	1
I don't have technology experience	Saboda ba ni da wata mace a tech.	0
In particular, there were certain flaws inside the country. There were certain cases of negligence and laxity which aided the enemy in his plans. But on the whole, the general movement of the Islamic system and the people was a progressive movement and by Allah's favor, we will see the outcomes of this national experience in the future.	Tabbas a fagen tattalin arziki an matsa wa mutane lamba, an haifar musu da matsaloli; musamman ma da yake wasu matsalolin daga cikin gida ne; an nuna gazawa da rikon sakainar kashi ga wasu batutuwa a cikin gida wanda hakan ya taimakawa makiya cimma manufar da suka tsara; to amma a yanayi na gaba daya, yunkurin da jami'an gwamnati da kuma jama'a suka yi, wani yunkuri ne zuwa ga ci gaba, wanda cikin yardar Allah a nan gaba za a ga sakamakon wannan yunkuri da aka yi.	1
because they're the same	Gama sun yi daidai da wancan.	0
The amplitudes of the dipole moments are both	Tsawon tsayin daka na wannan zamani shine yatsunsu biyu a ƙarƙashin gwiwa.	0
HelloProfit has the right to change its Terms of Use and Privacy Policy in the future.	Nurul-aalam yana da 'yancin sauya tsarin sirri da ka'idojinshi duk lokacin da ya ga dama.	0
At the time, Sam Dolgoff went by the pseudonym	Gaganin iskanci yusuf keson mishi yasa yakashe wayar.	0
The birth of the Holy Prophet (s.w.a.) was a prelude to his be'that [being appointed as prophet].	"Wannan haihuwa wani share fage ne na aiko (Annabi a matsayin manzo) sannan wannan aiko din kuwa rahama ce ga dukkanin duniya; kamar yadda (Allah Madaukakin Sarki) ya fadi: ""Kuma ba Mu aike ka ba face domin wata rahama ga talikai"" (Suratul Anbiya 21:107)."	1
To take something from your about me Max..Now I am mad as hell and ready to go to city hall, throw open their doors and tell them I AM NOT GOING TO TAKE IT ANYMORE!!!!	""" bazan nutsu ba,in nutsu ka cucu ne,me kake nufi abdallah,me nayi maka,ka shigo dakin aure na,banga mijina ba,na kira wayoyinshi suna jikinka,ka gaya min me ka masa!!me kayi masa!!! """	0
Let us take a look at the occasions that the 13th of Aban represents.	Bari mu yi dubi cikin abubuwan da suka faru a wannan ranar.	1
Yes, he was a truly sincere man. He was the embodiment of sincerity.	Alal hakika haka lamarin yake; Lalle shi ya kasance mutum ne mai ikhlasi, samuwarsa cike take da ikhlasi.	1
Get Brexit done........HS2 is value for money	xin xing shi xia te zhong she bei jian yan jian ce fa zhan qu shi yu zhan wang	0
She didn't think that Russell T. Davies knew who she was.	Hajua Ch Raul Gayi, Payi Gayi Darar Si,	0
The heart of Old.	Oldarfin zuciya	0
The following is the full text of this edict issued on August 5, 2013.	Abin da ke biye fassarar umurnin da Jagoran juyin juya halin Musuluncin ya bayar ne na wannan nadin:	1
